0	0	Q61864695
0	1	Q50037669
0	2	Q12204
0	3	Q3519875
1	0	Q61864701
1	1	Q54559592
1	2	Q180614
1	3	Q54559592
2	0	Q61707464
2	1	Q29052
2	2	Q356033
2	3	Q43079570
3	0	Q61865370
3	1	Q390551
3	2	Q424337
3	3	Q29220409
4	0	Q63577721
4	1	Q1183
4	2	Q2453464
4	3	Q14662364
5	0	Q62025200
5	1	Q1183
5	2	Q2453464
5	3	Q14662364
6	0	Q63397645
6	1	Q1183
6	2	Q229256
6	3	Q14662364
7	0	Q61865376
7	1	Q390551
7	2	Q33525
7	3	Q664846
8	0	Q61965937
8	1	Q1183
8	2	Q131742
8	3	Q663596
9	0	Q61965936
9	1	Q1183
9	2	Q131742
9	3	Q663596
10	0	Q61956729
10	1	Q1183
10	2	Q12206
10	3	Q470517
11	0	Q62105926
11	1	Q1183
11	2	Q29496
11	3	Q266423
12	0	Q61864801
12	1	Q28695
12	2	Q1075923
12	3	Q246315
13	0	Q66036961
13	1	Q1183
13	2	Q12206
13	3	Q212646
14	0	Q66036959
14	1	Q1183
14	2	Q12206
14	3	Q212646
15	0	Q62105120
15	1	Q1183
15	2	Q12206
15	3	Q212646
16	0	Q66033114
16	1	Q1183
16	3	Q212322
17	0	Q66033001
17	1	Q1183
17	2	Q835051
17	3	Q212322
18	0	Q64640209
18	1	Q1183
18	2	Q79793
18	3	Q212322
19	0	Q64609801
19	1	Q1183
19	2	Q79793
19	3	Q212322
