0	0	Q23328780
0	1	Q23601229
0	2	Q26249991
1	0	Q18037156
1	1	Q21125222
1	2	Q14914414
2	0	Q18037158
2	1	Q21116855
2	2	Q14914414
3	0	Q18036605
3	1	Q21108304
3	2	Q14914414
4	0	Q14910515
4	1	Q4068038
4	2	Q1435575
5	0	Q14910792
5	1	Q4068037
5	2	Q1435575
6	0	Q14908222
6	1	Q4769148
6	2	Q184726
7	0	Q21163357
7	1	Q905680
7	2	Q1207365
8	0	Q14916272
8	1	Q3445743
8	2	Q1435575
9	0	Q14904550
9	1	Q1977297
9	2	Q1435575
10	0	Q18247781
10	1	Q798252
10	2	Q332154
11	0	Q14916427
11	1	Q581324
11	2	Q33123
12	0	Q14864755
12	1	Q420014
12	2	Q2792936
13	0	Q21163221
13	1	Q426173
13	2	Q14758939
14	0	Q14911006
14	1	Q648315
14	2	Q14599493
15	0	Q14905444
15	1	Q424716
15	2	Q2792936
16	0	Q14890615
16	1	Q648343
16	2	Q36961
17	0	Q14819793
17	1	Q185690
17	2	Q828130
18	0	Q14821391
18	1	Q170617
18	2	Q189101
19	0	Q14859647
19	1	Q267200
19	2	Q14859627
