0	0	Q162867
0	1	Q234535
0	2	Q556
1	0	Q2506823
1	1	Q316572
1	2	Q623
2	0	Q2471714
2	1	Q316572
2	2	Q623
3	0	Q2394183
3	1	Q316572
3	2	Q623
4	0	Q2356505
4	1	Q316572
4	2	Q623
5	0	Q185690
5	1	Q2657718
5	2	Q1753256
6	0	Q208451
6	1	Q2657718
6	2	Q688
7	0	Q184630
7	1	Q2657718
7	2	Q688
8	0	Q214769
8	1	Q2657718
8	2	Q629
9	0	Q223600
9	1	Q2657718
9	2	Q623
10	0	Q213580
10	1	Q2657718
10	2	Q623
11	0	Q193572
11	1	Q2657718
11	2	Q623
12	0	Q190016
12	1	Q2657718
12	2	Q623
13	0	Q190012
13	1	Q2657718
13	2	Q623
14	0	Q187921
14	1	Q2657718
14	2	Q623
15	0	Q186521
15	1	Q2657718
15	2	Q623
16	0	Q186474
16	1	Q2657718
16	2	Q623
17	0	Q183309
17	1	Q2657718
17	2	Q623
18	0	Q183290
18	1	Q2657718
18	2	Q623
19	0	Q181003
19	1	Q2657718
19	2	Q623
