0	0	Q3508566
0	1	Q8084905
0	2	Q21163319
1	0	Q29017175
1	1	Q3702898
1	2	Q20767283
2	0	Q11781607
2	1	Q200779
2	2	Q18053642
3	0	Q5955105
3	2	Q18053376
4	0	Q29017155
4	1	Q213373
4	2	Q18047094
5	0	Q29014920
5	1	Q55787046
5	2	Q18042947
6	0	Q5160418
6	1	Q1154422
6	2	Q18041782
7	0	Q1268671
7	1	Q200779
7	2	Q18041271
8	0	Q17084678
8	1	Q200779
8	2	Q18034383
9	0	Q7879712
9	1	Q179630
9	2	Q18031866
10	0	Q48989325
10	1	Q7113674
10	2	Q18030425
11	0	Q1399440
11	1	Q1331116
11	2	Q18029747
12	0	Q11838430
12	1	Q18553375
12	2	Q18029745
13	0	Q6458655
13	1	Q200779
13	2	Q18028560
14	0	Q5136452
14	1	Q896643
14	2	Q18027230
15	0	Q29014971
15	1	Q18556075
15	2	Q18026228
16	0	Q16889762
16	1	Q179630
16	2	Q17861971
17	0	Q19000869
17	1	Q19000660
17	2	Q17853272
18	0	Q1396345
18	1	Q3540902
18	2	Q17832193
19	0	Q11695513
19	1	Q19309317
19	2	Q15324120
