0	0	Q804521
0	1	Q1221899
0	2	Q47512
1	0	Q208726
1	1	Q788926
1	2	Q6046446
2	0	Q388646
2	1	Q788926
2	2	Q424986
3	0	Q326643
3	1	Q788926
3	2	Q421862
4	0	Q443929
4	1	Q788926
4	2	Q420098
5	0	Q337998
5	1	Q788926
5	2	Q420098
6	0	Q246068
6	1	Q788926
6	2	Q411629
7	0	Q247096
7	1	Q788926
7	2	Q407883
8	0	Q422268
8	1	Q788926
8	2	Q201928
9	0	Q327298
9	1	Q788926
9	2	Q942
10	0	Q11491562
10	1	Q788926
10	2	Q5370305
11	0	Q15460254
11	1	Q788926
11	2	Q5276473
12	0	Q11996271
12	1	Q170201
12	2	Q3050386
13	0	Q18553329
13	1	Q788926
13	2	Q682497
14	0	Q12656487
14	1	Q788926
14	2	Q411629
15	0	Q11679861
15	1	Q788926
15	2	Q411629
16	0	Q7476596
16	1	Q788926
16	2	Q147101
17	0	Q7255052
17	1	Q203337
17	2	Q203618
18	0	Q1909343
18	1	Q788926
18	2	Q416096
19	0	Q1430844
19	1	Q203337
19	2	Q411229
